date,stock,title,content
2014-01-16,EBAY,Twitter reportedly partnering with PayPal rival; Stifel starts coverage,"A source tells re/code Twitter (NYSE:TWTR) is close to a deal with online payments upstart and PayPal (NASDAQ:EBAY) rival Stripe to allow it to handle credit card payments from its ~250M monthly users.
The deal could allow Twitter, which entirely relies on ads and (to a lesser extent) data licensing to monetize its platform, to open up a new revenue stream. With many top brands and retailers already advertising on Twitter, there are also opportunities to link marketing campaigns with e-commerce. Chinese microblogging leader Sina already supports online payments.

TechCrunch reports Twitter also considered using PayPal before deciding on Stripe, and is looking to build an e-commerce marketplace similar to the one offered by fellow Jack Dorsey company Square.
Though still the 800-lb. gorilla of online payments, PayPal is facing stiffening competition from Stripe, Amazon (previous), and others when competing for the business of e-commerce sites not named eBay.
PayPal acquired rival Braintree for $800M last September, and more recently addressed an age-old customer complaint by updating its checkout process to fully integrate with merchant sites.
Meanwhile, Stifel has started coverage on Twitter with a Buy and $75 PT. Shares are up 1.5% AH."
2014-01-22,EBAY,"Icahn takes eBay stake, calls for PayPal spinoff; $5B buyback authorized","In tandem with its Q4 results, EBAY discloses Carl Icahn has taken an 0.82% stake in the company, has submitted two board nominations, and is calling for PayPal to be spun off into a separate business.
Perhaps not coincidentally, eBay has also authorized a new $5B buyback, which raises its total authorization to $5.6B (good for repurchasing 7% of outstanding shares).
Q1 guidance is for revenue of $4.15B-$4.25B and EPS of $0.65-$0.67, below a consensus of $4.3B and $0.72. 2014 guidance is for revenue of $18B-$18.5B and EPS of $2.95-$3.00, largely below a consensus of $18.5B and $3.12.

EBAY
+8.6% AH"
2014-01-22,EBAY,"More on eBay: Company opposes PayPal spinoff, trumpets mobile growth","Though Carl Icahn is pushing EBAY to do a PayPal spinoff, the company insists shareholders are better served by the status quo, and justifies its view by pointing to the ties between PayPal and eBay's e-commerce ops.
Icahn's likely reasoning: PayPal is growing faster than the rest of eBay, and its online payments dominance would probably yield a premium valuation in the current environment. PayPal almost certainly accounts for over half of the $70.4B valuation eBay possessed as of today's close.
In Q4, PayPal's revenue rose 19% Y/Y (even with Q3), and accounted for the lion's share of the $1.84B in Payments revenue produced by eBay. Payments volume rose 25% Y/Y to $52B, fueled by 31% growth from non-eBay merchants (boosted by Braintree). Registered accounts rose by 5.2M Q/Q to 143M.
Marketplaces revenue rose 12% Y/Y (also even with Q3) to $2.23B, with GMV (exc. vehicles) rising 13% to $21.5B; the division has been losing share to Amazon. Fixed-price sales now make up 73% of GMV. Enterprise (formerly GSI Commerce) sales fell 2% to $392M.
PayPal and Marketplaces respectively produced $27B and $22B in 2013 mobile transaction volumes, beating prior guidance of $20B. 40% of Marketplaces' Q4 GMV involved ""a mobile touch point.""
$254M was spent on buybacks in Q4; that figure might grow in Q1. Opex rose 9% Y/Y, slower than revenue growth of 14%.

EBAY pares its gains, shares now +5.2% AH.

Q4 results, Icahn's stake/guidance"
2014-01-22,EBAY,"eBay Inc. beats by $0.01, misses on revenue","eBay Inc. (NASDAQ:EBAY): Q4 EPS of $0.81 beats by $0.01.
Revenue of $4.53B (+13.5% Y/Y) misses by $30M.
Shares +9.1%.
Press Release"
2014-01-23,EBAY,Sell-side gives thumbs down to eBay,"Carl Icahn's spinoff proposal is overshadowing weak fundamentals, says Needham's Kerry Rice, reiterating a Hold on the stock. ""We believe a spinoff of the PayPal business is unlikely."" The team lowers its FY2014 EPS esimate to $2.97 from $3.05 and sets 2015 at $3.45.
Susquehanna's Brian Nowak also believes a spinoff is unlikely and removes his Buy rating on the stock. ""We believe it more likely that eBay stays one company and steps up its investment spending, which limits its potential for higher earnings power.""
""While shareholder activism could keep a floor on the share price near-term, we see few compelling reasons to buy the stock at current valuation levels,"" says Topeka's Victor Anthony, also removing his Buy rating. His team cuts is FY2014 EPS estimate to $3 from $3.15. ""Challenges growing the core above e-commerce, challenges monetizing off-line initiatives, and stepped-up investments at Payments, are likely to limit management's ability to post beat and raise results over the next year.""
Stifel Nicolaus also downgrades to Hold.
Previous coverage of earnings/Icahn

NASDAQ:EBAY nowÂ up just 1.7%Â after being up nearly 10% last night.
From eBay founder and chairman Pierre Omidyar: ""I and the rest of (the) board are fully aligned that eBay and PayPal are best together."""
2014-01-24,EBAY,Icahn's stake in eBay almost 2%,"Carl Icahn's stake in eBay (NASDAQ:EBAY) is almost 2%, Reuters reports, more than the 0.82% that the company disclosed this week.    Icahn has told the WSJ that he's prepared to fight a proxy battle in order to win two seats to eBay's board and force the company to spin off PayPal.    To Reuters, Icahn said he prefers a spin-off initially rather than a sale, which could come afterwards. ""You do a spinoff tax-free,"" Icahn tells Reuters. ""After that maybe it could potentially be sold at a great premium."""
2014-01-26,EBAY,Apple building mobile-payments business,"Apple (NASDAQ:AAPL) is working to expand its mobile-payments service so that its devices can enable users to buy goods and services, the WSJ reports.    Jennifer Bailey, who managed Apple's online stores, has been given the job of building the company' payment business, while  iTunes and App Store chief Eddy Cue has been talking with relevant industry executives.    The report follows Apple patent activity related to mobile payments. With iTunes having 575M registered users, the potential looks rather interesting and the service could pose a serious threat to the likes of PayPal (NASDAQ:EBAY) and Square.    Meanwhile, the NYT
reports on an interview that Steve Jobs gave in November 1983 to then Rolling Stone reporter Steven Levy, who's publishing the transcript of the conversation to celebrate 30 years of the Macintosh. At the time, Levy left much of the interview out of an article he wrote about the Mac for the magazine.    ""It's like computers and society are out on a first date in this decade,"" Jobs said of the 1980s. ""For some crazy reason we're just in the right place at the right time to make that romance blossom."""
2014-01-27,EBAY,"Apple rises, eBay slips following payments report; questions remain","Apple (AAPL
+1.2%) is rising going into today's FQ1 report, and PayPal parent eBay (EBAY
-2%) is selling off, after the WSJ reported Apple is hatching plans for a mobile payments service. Point-of-sale hardware vendors VeriFone (PAY
-2.3%) and NCR (NCR
-2.6%) are also lower.
The report left some major questions unanswered. A big one: Will Apple's service only cover transactions taking place in physical stores, or will it also cover mobile e-commerce transactions?
The latter would be a much larger threat to PayPal, which handled $27B worth of mobile transactions (largely e-commerce-related) in 2013, but for now only has a small presence in the offline payments realm (the company is trying hard to change that).
Given Apple's history, an Apple payments service is unlikely to support Android. That could limit merchant interest in regions where Android has a dominant smartphone share (the EU, Latin America, parts of Asia), assuming Apple plans to take the service overseas.

Carl Icahn mentioned payments as a major growth opportunity for Apple last week, highlighting the company's ability to leverage its 575M+ iTunes accounts, fingerprint sensors, and iBeacon.
Analysts expects Apple to report FQ1 EPS of $14.09 (+2% Y/Y) this afternoon, and revenue of $57.46B (+5.4%). Gene Munster believes the Street expects 56M-57M iPhone sales, 24M-25M iPad sales, 4.6M Mac sales, and a gross margin of 37.5% (at the high end of Apple's guidance range)."
2014-01-30,EBAY,Amazon reportedly wants to challenge PayPal with P2P system,"TechCrunch reports Amazon (AMZN
+4.4%) is developing a P2P payments system that would fully bypass banks and payment processors, and represent a further escalation of its challenge online payments colossus PayPal (EBAY
+2%).
Amazon launched a payments solution for 3rd-party merchants in October, and is reportedly also working on a Kindle-based checkout system for retailers. TechCrunch observes a P2P system could help Amazon reach ""unbanked"" customers; PayPal has already made some efforts to win their business.
Separately, re/code reports PayPal is ""pitching"" Apple on offering white-label services (fraud detection, processing, etc.) for its planned mobile payments service. But two of the site's sources state it's unlikely Apple would have any need for PayPal.
eBay shares sold off on Monday in response to a WSJ report about Apple's payments service. PayPal handled $27B worth of mobile transactions in 2013, up from $14B in 2012.
Both Amazon and eBay's shares have joined a Facebook-fueled Internet stock rally."
2014-02-06,EBAY,Forecast: Retail sales to rise 4.3% in 2014,"The NRF forecasts retail sales will rise 4.3% in 2014 to improve on last year's gain of 3.7%.     The association forecasts strong household and business confidence will support an uptick in spending. The impact of higher healthcare costs on consumers and companies is factored into the NRF view.
Online sales (AMZN, EBAY) are expected to increase by 9% to 12% this year.
Related ETFs:Â Â XLP, XLY, VDC, XRT, VCR, ECON, BJK, IPD, KXI, RTH, PBJ, RETL, PEJ, IYK, IPS, IYC, FXG, FXD, SCC, UCC, RXI, FDIS, RHS, PMR, UGE, EMCG, RCD, PSL, FSTA, PSCC, SZK, PSCD, PEZ, AXSL, EMDI, AXDI"
2014-02-13,EBAY,"eBay roundup: Debt, PayPal, same-day delivery","eBay (EBAY
-0.1%) is open to taking on more debt as long as doing so doesn't affect its credit rating, says CEO John Donahoe. The remarks come after eBay, which has only $3B in U.S. cash, added $5B to its buyback authorization.
Altogether, eBay had $14B in cash/investments at the end of 2013, and $13.4B in debt.
Donahoe reiterates his opposition to Carl Icahn's call to spin off PayPal, but suggests he could eventually change his mind. ""If and when synergies run their course we will be rational in the same way we were rational with Skype.""
For his part, PayPal co-founder/Tesla CEO Elon Musk has told Forbes (in a cover story about PayPal) he backs a PayPal split. ""It doesnât make sense that a global payment system is a subsidiary of an auction website. Itâs as if Target owned Visa or something.""
Forbes' story highlights the culture clash between PayPal and eBay, as PayPal chief David Marcus tries to make the payments giant more agile and mobile-focused. Marcus: ""Itâs a 13,000-person company where weâre changing everything and rewiring the whole culture â¦ At large companies you always find someone with reasons not to do something.""
Meanwhile, Donahoe tries to tone down expectations for eBay's Now same-day delivery service (relies on retail partners). ""This is not a major independent business line we want to grow."" Amazon (AMZN
+2.1%) might be happy to hear those remarks."
2014-02-24,EBAY,"Icahn blasts eBay's CEO, board in letter; shares gain","Carl Icahn pulls no punches in a letter to eBay (NASDAQ:EBAY
+3%) shareholders that blasts the perceived conflicts of interests of board members Marc Andreessen and Scott Cook, and declares CEO John Donahoe appears to be ""completely asleep or, even worse, either naive or willfully blind.""
Icahn, still calling for a PayPal split, notes Andreessen's VC firm was part of an investor group that ""bought 70% of Skype for less than what eBay had paid to acquire it,"" and that it would later be sold to Microsoft for ~3x eBay's sale price.
He also claims Andreessen has made investments in at least five eBay competitors, four of which are PayPal rivals, while on eBay's board.
Icahn observes director Scott Cook is the former CEO of Intuit (INTU - a mobile payments rival to PayPal), and remains on Intuit's board. He also claims a ""pending DOJ complaint"" exists regarding a no-hire pact between eBay and Intuit.
eBay has responded to Icahn's letter. The company: 1) Defends the Skype sale, and says Andreessen was ""recused from all decision making"" related to the deal. 2) Says Andreessen isn't up for re-election to the board. 3) Calls Cook ""an enormous asset"" to eBay's board, and insists the product overlap between eBay and Intuit is small.
Icahn has nominated two directors to eBay's board."
2014-02-26,EBAY,"Icahn issues new eBay letter, shares tick higher","Much like the letter he issued on Monday, Carl Icahn 's latest missive to eBay (NASDAQ:EBAY
+1.2%) shareholders criticizes board members Marc Andreessen (not up for re-election) and Scott Cook's perceived conflicts of interest, calling the directors ""value-driven for themselves.""
The activist investor once more urges shareholders to vote for his two board nominees, and to back a precatory (non-binding) proposal regarding a PayPal split.
Icahn: ""If you ran your own company, would you ever allow your competitors to sit at the table as you planned and executed your business strategy? ... We believe corporate governance at eBay is dysfunctional.""

Update: eBay responds to Icahn's letter, and takes a few shots of its own. ""Carl Icahn doesn't let the truth get in the way of a good story. And while his letters and media interviews may be entertaining, they are not factually accurate."""
2014-02-26,EBAY,"eBay leads $133.7M round in Indian site, tells Icahn to ""stick to the facts""","A year after leading a $50M investment round in leading Indian e-commerce marketplace Snapdeal, eBay (NASDAQ:EBAY
+2%) has led a $133.7M round. Re/code reports eBay ""contributed a large majority of the total investment.""
eBay Marketplaces chief Devin Wenig recently stated eBay might fully acquire Snapdeal down the road, while cautioning no decision has been made.
Snapdeal, which competes against Amazon and local rival Flipkart (as well as eBay's Indian site), expects to handle $1B worth of gross sales this year. The company estimates its average transaction cut is in the low-teens.
Separately, eBay has responded to Carl Icahn's latest letter with some fighting words of its own, and an aggressive defense of the company and director/VC Marc Andreessen's handling of the Skype sale.
eBay: ""Carl Icahn doesnt let the truth get in the way of a good story. And while his letters and media interviews may be entertaining, they are not factually accurate ... We challenge Mr. Icahn to end his own charade with our shareholders."""
2014-02-27,EBAY,"eBay adds to gains as Icahn, Omidyar fire fresh salvos","Though eBay's (NASDAQ:EBAY
+2.1%) management and board may not be thrilled with Carl Icahn's war of words with the company, shares are now up 7% since the activist investor took aim at eBay's governance on Monday morning.
This morning, Icahn issued a new letter in which he took up eBay's challenge to have an ""honest, accurate, debate"" with him (CNBC has offered to host), and say he sent a letter yesterday to eBay yesterday ""demanding to inspect all books and records"" related to the sale of Skype to an investor group featuring board member/VC Marc Andreessen.
Icahn also calls ex-Intuit CEO Scott Cook's presence on the board akin to Seattle Seahawks coach Pete Carroll ""sitting in when the Denver Broncos were constructing their game plan.""
Meanwhile, eBay founder Pierre Omidyar is once more defending his company's decision not to spin off PayPal, and calls Icahn's claims regarding Andreessen and Cook ""unfounded.""
More on eBay/Icahn"
2014-03-10,EBAY,Cooperman backs Icahn on eBay/PayPal,"Leon Cooperman tells CNBC he backs fellow eBay (EBAY
-1%) shareholder Carl Icahn's call for a PayPal spinoff. Cooperman's Omega Advisors owned 855K eBay shares (less than a .1% stake) at the end of Q4.
Meanwhile, Icahn (2%+ stake) has fired a fresh broadside at eBay CEO John Donahoe over his handling of the Skype sale (previous), declaring his ""inexcusable incompetence"" cost shareholders over $4B.
The letter comes shortly after eBay (as expected) rejected Icahn's board nominees. Both Icahn and Donahoe claim to have strong shareholder support for their PayPal stances."
2014-03-10,EBAY,Report: eBay to reject Icahn board nominees,"eBay (NASDAQ:EBAY) will reject a slate of board candidates nominated by Carl Icahn, according to a CNBC report.
EBAY -1.0% premarket"
2014-03-12,EBAY,The NRF stirs the online sales tax pot,"The National Retail Federation calls on Congress to pass legislation that would require online and remote sellers to collect local and state taxes.
Top NRF exec David French told a House committee that out-of-state sellers sometimes have a 10% price and market advantage over brick-and-mortar local merchants.
The Senate already passed legislation that would give each state the right to require sales tax collection, but legal battles have gone both ways. In Illinois, the State Supreme Court invalidated an online tax law.
Related stocks: AMZN, OSTK, NILE, SALE, ECOM, EBAY."
2014-03-13,EBAY,"ChannelAdvisor data positive for Amazon and eBay, mixed for Google","ChannelAdvisor (NYSE:ECOM) clients saw a 23% Y/Y increase in their Amazon (NASDAQ:AMZN) same-store sales in February. That's up from January's 14% clip, albeit down from the growth seen over much of 2013. ChannelAdvisor thinks improving weather contributed to the M/M growth pickup.
Clients saw a 15% EBAY same-store sales increase, up from 12.7% in January. Auctions fell 8.5% Y/Y, but fixed-price and Motors sales respectively rose 15.5% and 22.3%.
Search ad-driven same-store sales, dominated by traffic from Google (NASDAQ:GOOG) AdWords placements, rose only 4.3%, down from January's 10.3%. Clicks fell 9% and cost per click (pressured by lower smartphone ad prices) 7%, while click rates rose 4%.
On the other hand, same-store sales driven by Google's increasingly popular product listing ads (PLAs) rose 48% Y/Y. That figure is down from January's 62.8%, but it's worth noting PLAs were only launched in late 2012. Average order value fell 8%, but click rates rose 17%.

AMZN
+0.9% AH. Shares managed to buck a market selloff in regular trading on account of the company's Prime price hike."
2014-03-19,EBAY,Icahn: eBay could spin off 20% of PayPal in an IPO,"In a twist on his ongoing calls for eBay (EBAY
+0.2%) to spin off PayPal, Carl Icahn argues the company would benefit from selling a 20% stake in the online payments giant through an IPO - a move similar to the one EMC carried out with VMware in 2007.
Icahn sees an IPO not only unlocking value due to the lofty valuation the Street might assign to PayPal, but also by giving PayPal's management more independence (previous) and creating ""a valuable currency"" that could be used for M&A and attracting talent.
The activist investor also notes a 20% IPO would allow eBay to maintain the synergies between PayPal and Marketplaces CEO John Donahoe has argued justify keeping the businesses under one roof, and thinks it would eliminate ""dissynergies"" he believes have prevented PayPal from pursuing strategic partnerships with financial and Internet giants.
More on Icahn/eBay"
2014-04-08,EBAY,Amazon/eBay's ChannelAdvisor growth picks up; Google search improves,"Aided by better weather, ChannelAdvisor (ECOM
+4.2%) clients saw a 26.2% Y/Y increase in their Amazon (AMZN
+3%) same-store sales in March, up from 23% in February and 14% in January.
eBay (EBAY
+3.1%) same-store sales rose 17.8% in March vs. 15% in February and 12.7% in January. Fixed-price sales +21.5%, auctions -10%, Motors +19.7%.
Search ad-driven same-store sales, dominated by traffic from Google's (GOOG
+3%) AdWords, rose 11.2% vs. 4.3% in February and 10.3% in January. Clicks were flat due to a shift towards Google's Product Listing Ads (PLAs). Ad prices fell 7% (soft smartphone ad prices are a likely factor), click rates rose 2%, and average order value rose 5%.
PLA-driven same-store sales rose 34.5%. Though that's down from February's 48% and January's 62.8%, ChannelAdvisor chalks it up to ""a normal aging of the program,"" given PLAs only launched in late 2012.
Amazon, eBay, and Google are all posting solid gains amid a broader rebound in Internet stocks."
2014-04-09,EBAY,Massive Internet security flaw discovered,"Yahoo (YHOO), Amazon (NASDAQ:AMZN) and other major tech companies have been working to overcome a major security flaw in certain versions of the OpenSSL encryption tool that is used by up to two thirds of Web sites.    The bug, called Heartbleed, has been around for two years and allows thieves to steal private user information unnoticed, including passwords and banking information. News of the problem emerged on Monday.    A patch has been created to eliminate the flaw, although security experts are skeptical about its effectiveness.    Google (NASDAQ:GOOG), which helped discover the hole, and PayPal (NASDAQ:EBAY) are among the companies that have also been working to deal with the problem on their respective sites.    A test created by cybersecurity company Qualys (NASDAQ:QLYS) shows if a site appears to be safe."
2014-04-10,EBAY,eBay and Icahn settle,"eBay (NASDAQ:EBAY) has reached an agreement with investor Carl Icahn to settle a proxy fight, according to a company statement.
Icahn has dropped his battle for two nominees after eBay added David Dorman to the board. The move will take the board to ten members.
EBAY -2.1% premarket as investors digest the loss of momentum for a PayPal split."
2014-04-10,EBAY,Report: Icahn settles proxy fight with eBay,"Carl Icahn has dropped his proposal to split eBay (NASDAQ:EBAY) and PayPal and has withdrawn his nominees for the board, reports Bloomberg.
Shares -2% premarket"
2014-04-14,EBAY,"Amazon rejects Bitcoin, has big plans for other payments solutions","""Obviously it gets a lot of press and we have considered it ... but weâre not hearing from customers that itâs right for them and donât have any plans within Amazon (AMZN
+1.3%) to engage Bitcoin (BITCN, OTCQB:BTCS),"" says Amazon payments chief Tom Taylor.
Nonetheless, Taylor says payments is something Jeff Bezos now considers a priority. âThe pressure I feel from Jeff is, âGo faster.ââ
In an attempt to challenge PayPal's (EBAY
+1%) online/mobile payments dominance, Amazon launched a payments solution for unaffiliated merchants last October. It's also reportedly working on a Kindle-based retail checkout system - Taylor wouldn't confirm or deny the project - and a PayPal-like P2P payments system.
Taylor even suggests Amazon is open to providing a payment-processing network that would compete against Visa and MasterCard. But he adds Amazon's offering ""would really have to be something much better"" than alternatives to launch.
In the near-term, Amazon wants to use mobile devices to eliminate ""pain points"" in offline payments - examples include using a phone to quickly pay for parking or a restaurant meal. PayPal has similar ideas.
A lingering issue for Amazon: Some retailers are uneasy about providing sales data to a major rival. For his part, Taylor insists ""people we think of as competitors donât have a payments problem."""
2014-04-21,EBAY,Gilead heads Citi's 20 best stocks in America,"Citi analysts post their list of 50 top Buy-rated stocks with a market cap of at least $3B, at least a top-three market share in a third of their businesses, and a global reach as measured by significant revenue outside of their home market; Business Insider highlights 20 according to estimated total return.
Gilead Sciences (NASDAQ:GILD) tops the list with a 45.4% ETR, and Citi believes GILD will generate a significant amount of cash and will buy back stock, engage in product and company acquisitions to grow its  pipeline, and potentially start providing a dividend in 2-3 years.
Rounding out the top 20: FB, BX, V, CERN, FLT, BA, MA, LVS, SBUX, MJN, GOOG, EBAY, BIIB, AXP, HOG, VFC, PII, VMC, FTI."
2014-04-21,EBAY,Apple reportedly interviewing execs for new payments business,"Re/code reports Apple (AAPL
+1.2%) ""has been interviewing senior payments industry executives to push ahead on a plan to build an electronic payments business."" E-commerce chief Jennifer Bailey is said to be leading the initiative. ""Their ambitions are very, very serious,"" says one source.
The WSJ
reported in January Apple is ""laying the groundwork"" for a mobile payments push, albeit while leaving many questions unanswered regarding the kinds of transactions that will be covered, and which payments technologies will be used. Tim Cook later stated Apple is ""intrigued"" by the mobile payments space.
Apple has ~600M iTunes accounts (most of which are linked to credit cards) to leverage for a payments initiative, as well as complementary technologies such as fingerprint sensors and the iBeacon positioning platform. Android support (something Apple is reportedly considering for iTunes) would do a lot to extend the service's reach in markets where Google's OS dominates.
Re/code previously reported PayPal (EBAY
-0.1%), whose services Apple could end up competing with, is pitching Apple on offering white-label solutions for its payments effort. But sources noted it's unlikely Apple would have any need for them."
2014-04-29,EBAY,eBay -3% AH on soft Q2 outlook; PayPal healthier than Marketplaces,"Though NASDAQ:EBAY beat Q1 estimates, it's guiding for Q2 revenue of $4.325B-$4.425B and EPS of $0.67-$0.69, largely below a consensus of $4.40B and $0.70. Full-year guidance (revenue of $18B-$18.5B and EPS of $2.95-$3.00) has been reiterated.
PayPal division revenue rose 19% Y/Y (even with Q4) to $1.85B, payments volume grew 27% (better than Q4's 25%) to $52B. PayPal accounts rose by 5.8M Q/Q (up from Q4's 5.2M) to 148M.
Marketplaces revenue grew 10% (down from Q4's 12%) $2.16B. GMV rose 12% (down from Q4's 13%) to $20.5B; U.S. GMV +11% (down from recent quarters), international +13%. Active buyers grew by 4.7M Q/Q to 147M. Marketplaces has been underperforming relative to Amazon and its 3rd-party sellers for some time.
Three months after a $5B buyback was authorized, eBay says it spent $1.8B on buybacks in Q1 (Carl Icahn sends his regards). That led the company's cash balance to fall by $900M to $11.9B.
eBay's mobile ""enabled commerce volume"" (ECV) rose 70% Y/Y to $11B, and made up 19% of total ECV. The company claims mobile downloads were responsible for attracting 6.5M new customers in the quarter. Cross-border trade made up 22% of ECV.

Q1 results, PR"
2014-04-29,EBAY,eBay paying $3B in taxes to repatriate cash; StubHub fee cuts on tap,"To obtain greater ""financial flexibility,"" EBAY is repatriating $9B in foreign profits. The company will have $6B in available funds after accounting for taxes.
Some of that ""flexibility"" could be used to pay for additional buybacks: eBay spent $1.8B to repurchase shares in Q1 after announcing a new $5B authorization at the time of its Q4 report.
Separately, eBay disclosed on its CC it plans to lower StubHub's fees this year to keep rivals at bay. Though StubHub still has a dominant position in the secondary ticket sale market, a long list of rivals have been undercutting it on price.

EBAY
-4.1% AH. Q1 results, guidance/details."
2014-04-29,EBAY,"eBay Inc. beats by $0.03, beats on revenue","eBay Inc. (NASDAQ:EBAY): Q1 EPS of $0.70 beats by $0.03.
Revenue of $4.26B (+13.6% Y/Y) beats by $30M.
Shares -1.9%.
Press Release"
2014-04-30,EBAY,MercadoLibre higher on talk cash-heavy eBay could make a play,"MercadoLibre (MELI
+4.2%) trades higher after being lined up as a potential eBay (EBAY
-4.9%) acquisition.
Yesterday, eBay tipped off its bringing a cool $9B back into the U.S. After paying some taxes, the company could make buy a company the size of MercadoLibre.
eBay already has a 19.5% stake in MercadoLibre."
2014-05-15,EBAY,eBay takes some big steps in Latin America,"eBay (NASDAQ:EBAY
-1.2%) launches new localized Spanish and Portuguese versions of its website across South America and Central America in a bid to draw in more traffic.
The company already has a thriving business on its English-language sites in the region, but sees the new sites as a way to engage consumers in the region on a more personalized manner."
2014-05-15,EBAY,"Perry raises Herbalife, eBay holdings","Perry Capital has increased its holding in Herbalife (NYSE:HLF) to 4.8M shares at the end of March from 3M in December, giving the New York hedge fund a 4.9% stake.    The move comes despite Herbalife being under investigation in the U.S. over whether it's a pyramid scheme.    Perry also raised its stake in eBay (NASDAQ:EBAY) to almost 2M shares from 500,00, and it upped the amount of call options it holds in the auctions Web site."
2014-05-21,EBAY,eBay discloses cyberattack on its system,"eBay (NASDAQ:EBAY) asks users to change their passwords due to a cyberattack.
The company says that at this point it has no evidence of any unauthorized access to financial or credit card information from the attack which occurred in February and March.
EBAY -1.3% premarket"
2014-05-22,EBAY,"Google algorithm change dings eBay traffic, could force it to buy more ads","An analysis done by SearchEngine Journal estimates eBay.com (EBAY
-1.1%) has seen a 33% drop in search traffic thanks to Google's (GOOG
+1.3%) new Panda 4.0 algorithm update, and InterActiveCorp's (IACI -1.1%) Ask.com a 50% drop.     Moreover, David Kim, the CEO of SEO firm Wordstream, has done an analysis that suggests eBay has ""lost around 75%"" of its keyword terms from Page 1 of Google's results, and 80% of its more specific (i.e. long-tail) keyword results.     Kim blames the falloff on the fact eBay's search traffic tends to involve doorway pages with ""very little content,"" rather than actual product pages. ""Iâm surprised that Google has allowed these shenanigans to go on for so long.""     He thinks Google's move has the effect of forcing eBay to buy Google's increasingly popular product listing ads (PLAs) to reach search users. eBay is already a PLA client, but (like Amazon) is less dependent on Google ads (and Google traffic in general) than many smaller e-commerce firms.     The algorithm tweak follows changes to the display of Google's AdWords text search ads that lead them to blend in more with organic results, and thus potentially make them more likely to be clicked.     eBay and IAC are underperforming amid Panda-related worries, but they're faring much better than RetailMeNot."
2014-05-23,EBAY,States probe eBay following major cyberattack,"Attorneys general in Connecticut, Illinois and Florida are investigating eBay (NASDAQ:EBAY) after the auction Web site disclosed this week that a database with encrypted passwords and personal information was breached in February and March.    New York AG Eric Schneiderman hasn't announced a formal probe into eBay, although he wants the company to provide its customers with free credit-monitoring services, just as Target has done for NY victims of the major cyberattack that the retailer suffered late last year."
2014-05-25,EBAY,eBay assumed user data was safe after massive hack,"eBay (NASDAQ:EBAY) didn't believeÂ  for a ""very long period of time"" that customer data had been compromised following a major cyberattack,  exec Devin Wenig has said.
Wenig's comments follow criticism about the delay in informing users - the assault was discovered in early May but was only made public last week.
eBay doesn't intend to compensate customers or provide free-credit monitoring, asÂ  the company hasn't detected any fraud, Wenig said. That's despite New York AG  Eric Schneiderman calling for eBay to offer such services.
Previous coverage"
2014-05-28,EBAY,"eBay slides on Wells Fargo PT cut, security/search worries","""After closely following the Target security breach, we believe that eBay faces some near-term risk of customer churn,"" writes Wells Fargo, cutting its eBay (EBAY
-2.7%) valuation range by $2 to $61-$63.
The firm also notes the impact of Google's recent search algorithm changes; ChannelAdvisor estimates eBay's average search rank has dropped 3.88 spots. Its 2014 and 2015 EPS estimates have respectively been cut by $0.08 and $0.09 to $2.87 and $3.30.
Cantor, on the other hand, is defending eBay: The firm thinks the Google issues will be addressed in time, and notes eBay only gets a small portion of its traffic from Google search.
Meanwhile, a British college student has detected a second eBay security flaw (related to cross-site scripting), and published his findings. eBay says the issue is related to the use of Javascript/Flash on its site by sellers, and that it has a multi-level system in place to deal with malicious code."
2014-06-06,EBAY,eBay falls below $50 on fresh Google worries,"eBay's (EBAY
-2.1%) traffic growth declined meaningfully in late May following the rollout of Google search algorithm changes, writes Baird's Colin Sebastian.
Sebastian also thinks eBay's security breach and pre-Memorial Day softness may have taken a toll.
An initial analysis from SearchEngine Journal estimated eBay saw a 33% drop in Google search traffic following algorithm changes, and SEO firm Wordstream estimated eBay had ""lost around 75%"" of its keyword terms from Page 1 of Google's results.
Like others, Sebastian expects eBay to adapt to Google's changes. He also sees the company buying more of Google's product listing ads (PLAs).

Previous: Wells Fargo cuts eBay PT on security/search worries"
2014-06-09,EBAY,"ChannelAdvisor: Google/Amazon comps improve in May, eBay slows","ChannelAdvisor (ECOM
-0.9%) clients saw a 28.1% Y/Y Amazon (AMZN
-0.3%) same-store sales increase in May. That's up from April's 27%, and is the highest figure reported for Amazon since last June.
eBay (EBAY
-0.1%), whose Marketplaces ops have been losing share to Amazon's 3rd-party services for some time, saw its same-store growth fall to 11.5% from April's 14% and March's 17.8% - auctions -11.1%, fixed-price +13%, Motors +15.6%. eBay's security breach and Google algorithm changes both appear to have taken a toll.
Same-store sales driven by search ads - mostly Google (GOOG
+0.8%) AdWords - rose 11.7% Y/Y, much better than April's 4.3% - paid clicks +7%, cost per click +4%, conversion rates +7%.
Google Shopping/product listing ad sales grew 21.4%, up from 7.8% in April. Growing ad buys and a 29.3% increase in click rates offset an 18.7% drop in average order value."
